cycle,time,phi1,Ex1,Ey1
807040,4.0352e-06,6.234000e-01,3.586938e-01,-3.106199e-01
807060,4.0353e-06,6.317797e-01,1.539727e-01,-7.503556e-02
807080,4.0354e-06,6.318647e-01,2.249996e-01,-1.358513e-01
807100,4.0355e-06,6.230301e-01,3.985167e-01,-8.413384e-02
807120,4.0356e-06,6.266110e-01,7.341202e-01,1.118887e-01
807140,4.0357e-06,6.281347e-01,3.267497e-01,-1.216763e-01
807160,4.0358e-06,6.281900e-01,5.568023e-01,-2.236167e-02
807180,4.0359e-06,6.335743e-01,3.942737e-01,3.111115e-02
807200,4.036e-06,6.263245e-01,2.983410e-01,1.753113e-01
807220,4.0361e-06,6.270544e-01,5.200467e-01,2.473584e-02
807240,4.0362e-06,6.265182e-01,4.003267e-01,1.208386e-01
807260,4.0363e-06,6.223982e-01,5.644153e-01,1.667937e-01
807280,4.0364e-06,6.230763e-01,4.660812e-01,1.050834e-01
807300,4.0365e-06,6.260579e-01,6.535848e-01,-9.245268e-02
807320,4.0366e-06,6.238518e-01,5.607589e-01,-1.311755e-02
807340,4.0367e-06,6.216312e-01,4.498988e-01,-1.712968e-01
807360,4.0368e-06,6.319790e-01,3.999761e-01,-1.245519e-02
807380,4.0369e-06,6.260120e-01,9.271792e-02,-2.804102e-02
807400,4.037e-06,6.162007e-01,2.941144e-01,3.316041e-02
807420,4.0371e-06,6.219507e-01,4.625367e-01,9.887169e-02
807440,4.0372e-06,6.271589e-01,3.422149e-01,2.989367e-01
807460,4.0373e-06,6.229816e-01,3.543344e-01,-1.354535e-02
807480,4.0374e-06,6.238016e-01,4.195351e-01,-7.912063e-02
807500,4.0375e-06,6.229576e-01,9.920476e-02,2.195143e-01
807520,4.0376e-06,6.230813e-01,5.559338e-01,-1.164589e-01
807540,4.0377e-06,6.300758e-01,5.148937e-01,1.622138e-01
807560,4.0378e-06,6.307405e-01,3.633034e-01,3.744960e-02
807580,4.0379e-06,6.226996e-01,1.919834e-01,-3.499656e-02
807600,4.038e-06,6.217533e-01,4.155495e-01,-2.303257e-01
807620,4.0381e-06,6.288236e-01,1.269144e-01,-2.145866e-01
807640,4.0382e-06,6.359262e-01,2.236341e-01,6.553100e-02
807660,4.0383e-06,6.319519e-01,2.244097e-01,-1.226659e-01
807680,4.0384e-06,6.259010e-01,4.101852e-01,6.502762e-02
807700,4.0385e-06,6.250467e-01,3.470198e-01,-4.390923e-02
807720,4.0386e-06,6.266833e-01,5.222224e-01,-1.538995e-01
807740,4.0387e-06,6.349185e-01,5.014908e-01,-8.797598e-02
807760,4.0388e-06,6.326052e-01,3.589627e-01,5.025984e-02
807780,4.0389e-06,6.252543e-01,3.938509e-01,-5.600938e-02
807800,4.039e-06,6.317682e-01,4.343983e-01,-6.520845e-03
807820,4.0391e-06,6.304395e-01,3.104655e-01,9.629509e-02
807840,4.0392e-06,6.180490e-01,5.550025e-01,-1.848411e-01
807860,4.0393e-06,6.264464e-01,3.256512e-01,5.156160e-02
807880,4.0394e-06,6.285814e-01,5.266812e-01,-2.420122e-02
807900,4.0395e-06,6.221048e-01,3.639617e-01,-5.284692e-02
